"","wavelength","abs","trans","p_ref","p_sam","eb","0_mM","0.1_mM","0.2_mM","0.4_mM","0.5_mM","0.6_mM","0.8_mM","1.0_mM","2.0_mM","4.0_mM","5.0_mM","6.0_mM","8.0_mM","10.0_mM"
"1",400,0.216150228847829,0.607924674818422,0.05978,0.0363417370606452,43.2300457695658,0.00112880332303638,0.00252889389601068,0.00846855310493301,0.0176314447051285,0.022004298119284,0.0253553555485478,0.0349793989814302,0.0426248122733303,0.0836075919969188,0.159451525032999,0.199603082656026,0.227520058191391,0.290204151706072,0.33440440755846
"2",401,0.220058837159727,0.602477958297215,0.060937,0.0367131993447574,44.0117674319454,-0.000845246695821469,0.00479680844896172,0.00965165373171489,0.0173723692493223,0.0211812632901861,0.0250050058832807,0.033610311909917,0.043393524878924,0.0860106467513674,0.163483352314089,0.199858195304799,0.232348844487938,0.292039934480155,0.338034621911378
"3",402,0.223962200291838,0.597087253032134,0.062094,0.0370755358897773,44.7924400583676,0.000178764397378876,0.00493024457347775,0.00935245847679801,0.0183053425946324,0.0231137033891446,0.0279200828986379,0.0351022016170379,0.0433784908304125,0.0858561127219117,0.163600931480332,0.201509074787533,0.238223607115374,0.300362442227576,0.345751705535476
"4",403,0.227857673998164,0.591755531181492,0.063251,0.0374291291027605,45.5715347996328,0.000936247693775334,0.00362357617442192,0.0085656431880156,0.0164988214986781,0.0221813084664418,0.0279685305384553,0.0353473733992139,0.0452443937368946,0.0883365581164584,0.168171903603942,0.206041801603018,0.239175960328095,0.30102605248894,0.356723951462522
"5",404,0.231742585866393,0.586485682103205,0.064408,0.0377743698129032,46.3485171732786,-0.000383354474252649,0.00391664483387783,0.00759071391172067,0.0189300299157518,0.0234163050279874,0.026237773309815,0.0364724090273788,0.0440908882750999,0.0915188516516239,0.169961822969204,0.210804767277101,0.247736646690884,0.309941944759745,0.358733980831733
"6",405,0.235614238855289,0.581280509447919,0.065565,0.0381116566019528,47.1228477710578,-0.0013936231043713,0.00474151250253338,0.00900798036540413,0.017604505790017,0.0227757865677358,0.0280908995503162,0.038500257128051,0.0461397567617493,0.0899464781648931,0.176280890628488,0.210840205787184,0.250675540686005,0.314301624066022,0.366668070646678
"7",406,0.23946991493323,0.576142728558315,0.066722,0.0384413951348679,47.893982986646,-0.000238306824067225,0.00333995860846602,0.00893773119307169,0.0203818867109222,0.024359617858015,0.0286155781868574,0.0387915481020458,0.0467050497044853,0.0930322681898069,0.17678339890711,0.216604258419031,0.251953081115354,0.318151090357811,0.370581411678268
"8",407,0.243306878811314,0.57107496417439,0.067879,0.0387639974931934,48.6613757622628,0.000337063417458762,0.00416582830252661,0.0106391398264525,0.0184584309802872,0.0234962109141586,0.0278885924123159,0.0384826652261568,0.0466788617864794,0.0929710229048662,0.179412312621562,0.222014322365211,0.258311719026253,0.322832118296967,0.372624808300559
"9",408,0.247122381764097,0.566079748442892,0.069036,0.0390798815135035,49.4244763528193,1.40783145856835e-05,0.00384381524093896,0.00994017855767553,0.0193326210202495,0.0268764995110278,0.0309210354198033,0.0393832811096324,0.050700521771791,0.0947356587503882,0.182245420587587,0.224696993130601,0.262623263093133,0.330038424402006,0.383751499298965
"10",409,0.250913665530663,0.561159519227592,0.070193,0.0393894701331423,50.1827331061326,0.000975831632789762,0.00416556133546068,0.0101645068879919,0.0202028966021315,0.0240742878792885,0.0288770975191005,0.0397036674792751,0.0490928064447266,0.0970060831728333,0.186173321721846,0.225500840133399,0.263947391567506,0.335395322850856,0.38887049755474
"11",410,0.254677966288418,0.556316618715582,0.07135,0.0396931907453568,50.9355932576836,0.000411107484593434,0.00549506037860832,0.010468587534659,0.020082240004889,0.0237640237798642,0.030311095199473,0.0405660402216772,0.048897353504036,0.0990165198547734,0.191907060891751,0.232919713211987,0.268813289458163,0.339253290662067,0.394422545865993
"12",411,0.258412518691645,0.551553292313437,0.072636,0.0400626249404788,51.682503738329,-0.000313938163769573,0.00452304708436734,0.0101957630536235,0.020125618913254,0.0243876373434498,0.0310267190884331,0.0404884683331178,0.0510379024620435,0.0990559059610118,0.191325131165015,0.234545281835583,0.274513537652341,0.340439882641445,0.400039245068898
"13",412,0.262114559966605,0.546871687825751,0.073922,0.0404258489074551,52.422911993321,0.00139128872014538,0.00582607587321457,0.0104774722998474,0.0203327718344849,0.0260857875181611,0.0319485879792267,0.0403415405153716,0.0530575618866752,0.0999825947386683,0.1969689869016,0.238934907401475,0.277718341180827,0.348983966981527,0.409723143144467
"14",413,0.265781334054644,0.542273854907367,0.075208,0.0407833320798733,53.1562668109288,-2.30345373969737e-05,0.00566500290241212,0.00963350443776674,0.0197928103278417,0.026818775865265,0.0322164283691065,0.042142872235692,0.0525840504200588,0.102763858518398,0.195980470799858,0.241916987281283,0.279940897867362,0.35148560862352,0.410765417713091
"15",414,0.269410095794548,0.537761744779518,0.076494,0.0411355469051644,53.8820191589097,0.00138833914123004,0.00467619299529148,0.0113187591068352,0.0219451342419129,0.0264758769423577,0.0318248487548987,0.0423649526870485,0.0539714762467001,0.102784983285742,0.200281052828435,0.243375790669588,0.283523525568899,0.358991968233296,0.415984448460312
"16",415,0.272998115135119,0.533337210199039,0.07778,0.0414829682092812,54.5996230270238,0.00222151179486455,0.00581801869527645,0.0115696300959016,0.0217626711210108,0.0260071737932239,0.0311494914173722,0.0432040845675458,0.0531656687926208,0.104177840323921,0.204132667659915,0.246156443243587,0.289694671976323,0.363823016992553,0.4238918809523
"17",416,0.276542681368753,0.529002005668973,0.079066,0.041826072580223,55.3085362737506,-0.000863018101228358,0.00458226304105539,0.0100839391037773,0.0222511390985193,0.0274048318503952,0.0325405357019929,0.0437228715530097,0.0547856327683459,0.106643801653598,0.204654230653024,0.248545062777198,0.292431029795588,0.364207607346969,0.426871496951584
"18",417,0.280041107376612,0.52475778787803,0.080352,0.0421653377715755,56.0082214753225,0.000853601663814875,0.00399482257462292,0.0115002415560323,0.0216755912961912,0.0294846643762469,0.0333249392737472,0.0445430020037285,0.0546116941308779,0.107330459210989,0.206633882745022,0.254007029365612,0.300662571952752,0.374938437763405,0.430965210438959
"19",418,0.283490733875799,0.520606116355691,0.081638,0.0425012421270459,56.6981467751599,-0.000562204210785837,0.00651243468294333,0.00985489286249913,0.0233622290849258,0.0281962675751448,0.0313862487560357,0.0426749211285068,0.0554138277146688,0.110150140020492,0.211088618112908,0.255951269728641,0.298913181700972,0.378094372516832,0.435120637313797
"20",419,0.286888933658834,0.516548454329176,0.082924,0.0428342640267926,57.3777867317667,-0.000826336783673369,0.00606309353976694,0.00945384441086591,0.0233326468213957,0.0288880536259242,0.0349061455139416,0.0449995271717514,0.0558837764554324,0.11015667163878,0.214418680862517,0.258213395909773,0.305156016658991,0.386426046738123,0.445944416440195
"21",420,0.290233115815597,0.512586169767989,0.08421,0.0431648813561623,58.0466231631194,-0.000480506929061536,0.00459761618289383,0.0118358336980572,0.0220743872514715,0.0278866898789398,0.037059880263626,0.0451339275450397,0.0565240383036666,0.112791654758219,0.214122748058609,0.26378104288532,0.309734081632016,0.385279214658447,0.450846853385406
"22",421,0.293520729927846,0.508720536601393,0.085624,0.0435586872259577,58.7041459855691,-0.000274744692235824,0.00508792408271076,0.0126918339095984,0.023223279756438,0.0305589111471693,0.0347531433822883,0.0461615919601535,0.0573985647149238,0.113434745402643,0.216250224986911,0.263414607203776,0.31301067392826,0.389616549712278,0.452060988311882
"23",422,0.296749270226325,0.504952736093921,0.087038,0.0439500762441427,59.3498540452649,0.000374365847819736,0.00689372765027623,0.0114590290925716,0.0233902833426425,0.0277554699339734,0.0340256831948163,0.0463371796172545,0.0580112368803349,0.11539299928085,0.221072830647422,0.26759513327967,0.314983195532004,0.391591277353093,0.458661953041725
"24",423,0.299916279700505,0.50128385836382,0.088452,0.0443395598399966,59.9832559401011,-0.000671537609757641,0.00433948649670172,0.0122978081907441,0.0238353071360497,0.031507207586155,0.035333023818765,0.0477263798353662,0.0590384348197391,0.116306184900475,0.22274282913245,0.272231426979055,0.314858041215273,0.399345863088154,0.45960564633038
"25",424,0.30301935415096,0.497714904029295,0.089866,0.0447276475654966,60.6038708301919,0.000480560317174445,0.0075919701007887,0.011339478657412,0.0247069474677336,0.0308821260252997,0.0379818506617502,0.0483143632260566,0.0603284604602801,0.116664448465809,0.226453372359097,0.274515826869921,0.319598419560077,0.400432531466535,0.474930976959451
"26",425,0.30605614617443,0.494246785967428,0.09128,0.0451148466231069,61.2112292348859,-0.00127142840396206,0.00524822525382051,0.0123468335358831,0.0233474601490801,0.0295375321194494,0.0356048968509025,0.0483016399120507,0.0604997979305107,0.116608695435628,0.225332201880468,0.27474492639591,0.323325232077251,0.409865788521724,0.47432667376304
"27",426,0.309024369071714,0.490880331170773,0.092694,0.0455016614175436,61.8048738143429,-0.000422808963494075,0.00569309770584775,0.0114132368705149,0.0244972581307495,0.0309114142581319,0.0369671633057911,0.0497936670535101,0.0607230382129472,0.118402554478207,0.230926887511689,0.279291454861505,0.329564381103855,0.414135747722491,0.47774348970169
"28",427,0.311921800668584,0.487616282686803,0.094108,0.0458885931310897,62.3843601337168,-0.00147600192220011,0.00556381715656179,0.0138575394427213,0.0250704750526709,0.0317462732782134,0.0362464087255224,0.0494570137622641,0.060771293872527,0.118807983465735,0.232567680490184,0.284012614116976,0.330189598087007,0.412824003396584,0.485457539688508
"29",428,0.314746287040071,0.484455301625718,0.095522,0.0462761393218918,62.9492574080143,0.000699130421568849,0.00620133752632543,0.0125698406635323,0.0247449037336826,0.0315881589246057,0.0365725812356765,0.0511132173358868,0.0631616910531776,0.12214534636097,0.232582253981916,0.284319168655222,0.333421213739484,0.417859477665187,0.483093134797093
"30",429,0.317495746128634,0.481397969222403,0.096936,0.0466647935445429,63.4991492257268,0.000888619226513763,0.00698008110626203,0.0108943729263236,0.024724387920149,0.0318223218063691,0.0368025258417493,0.0499100559307189,0.0630857828816002,0.120915808962703,0.2363053708883,0.287405273535003,0.335391578889379,0.421835295278435,0.493168426623223
"31",430,0.320168171246878,0.478444788938836,0.09835,0.0470550449921346,64.0336342493756,0.00159052064501709,0.00706183476977672,0.0144460772752642,0.026031737752587,0.0318120155696542,0.0375032228540665,0.0497823420804541,0.0631531036880937,0.122910240396984,0.238640761017472,0.290033072732889,0.339651303261845,0.42778583034209,0.498103342532812
"32",431,0.322761634455742,0.475596188593648,0.09989,0.0475073032786195,64.5523268911485,0.000696925967371874,0.00541526730868578,0.0122480640318213,0.0250311104529442,0.0330997137733362,0.0380835892921789,0.0513174728963202,0.0631434246838145,0.122387015477104,0.236260778991109,0.294659900509279,0.340688841141891,0.427001496753507,0.504612214225957
"33",432,0.325274289809301,0.472852522506145,0.10143,0.0479614313577983,65.0548579618602,-0.000193436012990292,0.00613306931616735,0.0117633176472513,0.0255419625313087,0.0322697071549436,0.0386874630530822,0.0529319278218553,0.0638834364955922,0.12428516687022,0.240743616840136,0.29470999493719,0.348867821975944,0.432261661700038,0.501472928859592
"34",433,0.327704376457607,0.47021407364267,0.10297,0.0484179431629858,65.5408752915215,-2.74153585494849e-05,0.00698188186198293,0.0136326164069548,0.026458287917401,0.03254310007905,0.0386454476398338,0.0492078802694286,0.0652243790162846,0.127141189618675,0.240393548638447,0.300483758768816,0.348179137803195,0.436093591941533,0.51034366068356
"35",434,0.330050221599314,0.467681055753828,0.10451,0.0488773471368325,66.0100443198628,-0.00214276339989428,0.00724429323815533,0.0140748762987427,0.0275890409058556,0.0326992722320524,0.0387961502524775,0.0513530547683302,0.064582374084263,0.129582062035726,0.246364914237248,0.299167460249433,0.350610771003749,0.441849272029634,0.511339175462935
"36",435,0.332310243276134,0.465253615491769,0.10605,0.0493401459229021,66.4620486552268,0.00025080316006306,0.00508553822539781,0.012247081234873,0.0260063003775945,0.0329838686356152,0.0385620463900513,0.052733583012057,0.0652545700608201,0.12799126060609,0.249458791917078,0.299460078518599,0.351565804903151,0.440630494691759,0.513220423170075
"37",436,0.334482953001575,0.462931834497481,0.10759,0.049806836073584,66.8965906003151,-0.000764072933127234,0.00665892284367896,0.0141755970434178,0.0282980335628172,0.0341406108055561,0.0377776854914403,0.051912489105579,0.0672860293027648,0.128146139180803,0.250434552479867,0.304031753734291,0.355053078743804,0.442810141025132,0.518229405444936
"38",437,0.336566958216754,0.460715731448731,0.10913,0.050277907773,67.3133916433509,-9.54403444607814e-05,0.007188516328717,0.0129651757379903,0.0283547569900542,0.0339411194879244,0.0400995551935298,0.0546756287872479,0.0685817125979494,0.129363894196475,0.249385530057787,0.305959900771759,0.360210121851549,0.447226047296049,0.517971202206389
"39",438,0.338560964566525,0.458605264060116,0.11067,0.050753844573533,67.712192913305,-0.000799566978436684,0.00727893868205858,0.0139549537505196,0.0277975171185871,0.0333533798619957,0.0385984891710496,0.0553822861478308,0.0665449651085282,0.130103813215105,0.253112352628165,0.305398803717511,0.35705881279933,0.448847536962951,0.516278944701809
"40",439,0.340463777989578,0.456600331027452,0.11221,0.0512351231445904,68.0927555979155,-0.000201478458625374,0.00638383038522632,0.0124463771017356,0.0253635430877145,0.0338418151955933,0.0396993031199634,0.0529531997064926,0.0663499084966977,0.131829203364033,0.252701081166529,0.308044933869353,0.358730946523332,0.456227017546201,0.525810983020016
"41",440,0.342274306616641,0.454700773909526,0.11375,0.0517222130322086,68.4548613233282,0.00132550111571661,0.00755716666808758,0.0148748016874101,0.0284432186529425,0.0345491224216221,0.0381946202725337,0.0536303603817881,0.0686523568217383,0.132872197125437,0.253533619507648,0.307669538428565,0.359273174571048,0.458391980696866,0.526262793416302
"42",441,0.343991562471382,0.452906378941075,0.115413,0.0522712839127263,68.7983124942763,-0.000931146238462816,0.0067610236124348,0.0140254389050752,0.0268820646592108,0.0337038181766515,0.0410400082129475,0.0538695305726089,0.0682965392388792,0.130993133493383,0.255081082993667,0.310810391784848,0.365953656710452,0.460215051722432,0.527982364922653
"43",442,0.345614662969118,0.451216878771654,0.117076,0.0528266672990702,69.1229325938236,0.000793197498806722,0.00780237322571585,0.0119160047952439,0.0269045512324396,0.0353386629652876,0.0418636153236503,0.0546217491745405,0.0682144952152553,0.132003532407423,0.255349366992516,0.309132842718502,0.365526078170015,0.461636816368196,0.537421643636238
"44",443,0.347142832208971,0.449631954125891,0.118739,0.0533888486009542,69.4285664417943,-0.000872988310530218,0.00676059133168273,0.0132592496665703,0.0287410918205829,0.0359108975630269,0.0428467393690917,0.0545511124463835,0.0693395619809718,0.132444845888423,0.259635260813519,0.315342230073234,0.368232815429121,0.45992146244861,0.53733984076794
"45",444,0.348575402055626,0.448151235381438,0.120402,0.0539583050423958,69.7150804111253,-0.000837291769089432,0.00708623220803779,0.0140157749810589,0.0265798481483788,0.0352061678487374,0.0416302300673071,0.0541066920748803,0.0690082646470356,0.133399904871978,0.260090457317772,0.317814693830879,0.368505309623402,0.470490722640826,0.534194594221562
"46",445,0.349911813007418,0.446774304061749,0.122065,0.0545355054252974,69.9823626014837,-6.94841664877226e-05,0.00611168526961741,0.013619413724368,0.0273948031108138,0.0347942108009055,0.042336920156755,0.0543092168259579,0.0707664168513576,0.135178252049029,0.260613062325461,0.315223481197475,0.370604307078064,0.463795780403871,0.541299399644446
"47",446,0.351151614848046,0.445500694241624,0.123728,0.0551209098971276,70.2303229696092,0.000513163993683174,0.00544761856998,0.0144049021319814,0.0276885743406757,0.0342858161769411,0.0423546898597053,0.0560035045494596,0.0693380894857153,0.133976401944373,0.261302407700582,0.318041868250538,0.371110480133093,0.470085130511954,0.540799096786462
"48",447,0.352294467079776,0.444329893864226,0.125391,0.0557149697215292,70.4588934159553,-0.000447129754022153,0.0077558963642647,0.0132584879703918,0.0292287372611986,0.034776605715141,0.0423390749744109,0.0566631225433143,0.069637272506595,0.13433318809712,0.262307505406612,0.318430777876601,0.370974015068435,0.463188930552766,0.540583626955772
"49",448,0.353340139136612,0.443261345969102,0.127054,0.0563181270507583,70.6680278273225,0.000708477384756902,0.00692785422943551,0.0132573251964197,0.0275770106694047,0.0347801973597215,0.0420125359386454,0.0565369060500109,0.0697166839363502,0.135960892013912,0.264154591588505,0.31808596565757,0.376017011611604,0.466826292003825,0.541304796772365
"50",449,0.354288510376493,0.44229444983145,0.128717,0.0569308146989547,70.8577020752986,-0.000250228689846964,0.00854757384297488,0.0131918144095601,0.0275560964753088,0.0343514528704353,0.0439443236388027,0.05594971085489,0.0693002462948707,0.138490153997046,0.262304210218649,0.319811694945744,0.374625572896211,0.473627352371255,0.548200330298063
"51",450,0.355139569852196,0.44142856201364,0.13038,0.0575534559153383,71.0279139704392,-0.000615030773404498,0.00725850169039045,0.0155429770435171,0.0275893057265832,0.0355240712747735,0.0424807266352611,0.0549209595696086,0.0694531539879522,0.135402374790934,0.265333978662643,0.32115874767453,0.372078115372925,0.472700590915269,0.553061840520542
"52",451,0.355893415861246,0.440662997330715,0.132163,0.0582393437162193,71.1786831722491,-0.000435740801824118,0.00687199081741661,0.0137493659466863,0.028161868372185,0.035858703202843,0.0413823985588687,0.0571871831722609,0.0716751748438441,0.136264249008103,0.264836545794099,0.325084380933552,0.376704919989785,0.472736044123216,0.547769787169477
"53",452,0.356550255275727,0.439997029732263,0.133946,0.0589358421445176,71.3100510551453,-0.000906076073049173,0.00913273036973985,0.0135186154401676,0.0292600457860933,0.0363885119908625,0.0434223409137868,0.0561739979200914,0.0687608412319846,0.137313743940772,0.266002551153794,0.321569455606849,0.372915214830779,0.473498110103424,0.546563073787758
"54",453,0.357110402653538,0.439429893103731,0.135729,0.0596433799610763,71.4220805307076,-0.000235824473344971,0.00526515949095185,0.0134726956455571,0.0273183825838096,0.0336994682174264,0.0420458229949113,0.0578411518313855,0.0704672447799568,0.135945718927767,0.265803631541913,0.322165360986467,0.377334608482755,0.474518749175618,0.553709794104721
"55",454,0.357574279133237,0.438960781990876,0.137512,0.0603623750531293,71.5148558266474,0.00117294107075114,0.00870357086988111,0.0147783196481476,0.0301681137194254,0.0358014402657879,0.0419404618473979,0.0565373023788674,0.0710928489177306,0.138374745521777,0.263090983031969,0.322084708082825,0.381606117819686,0.473338171848803,0.548440542916544
"56",455,0.357942411115239,0.438588852251636,0.139295,0.0610932341743916,71.5884822230478,3.84217092272935e-05,0.00655338863472314,0.0151723603678462,0.0290641287709883,0.0353543221131908,0.0417387447746214,0.0564184270704436,0.0713230874414267,0.136227044515028,0.265859580837905,0.319369234202311,0.378822701659739,0.476940659538223,0.554491951797226
"57",456,0.358215428732756,0.438313221640264,0.141078,0.0618363526825651,71.6430857465512,-0.000824973204131865,0.00755683481130407,0.0122940670170224,0.0283769398104497,0.0357646696340111,0.0430448974725603,0.057621886644464,0.0707442093685894,0.13866369028623,0.265930137745318,0.320941607860719,0.379254981683362,0.478485285946076,0.556171444329196
"58",457,0.358394064116457,0.4381329703291,0.142861,0.0625921142741855,71.6788128232914,-9.076115265261e-05,0.00694556279722646,0.0157185940129416,0.0285405271683108,0.0337761029803661,0.0437091688547855,0.0564395603613924,0.0707594098239486,0.137880018436929,0.267125201794802,0.323275563505593,0.37817251903903,0.475647926533752,0.556952404294156
"59",458,0.358479149457451,0.438047141373812,0.144644,0.0633608907168737,71.6958298914902,-0.000564246316280303,0.00600527975449741,0.0148241982954823,0.0286978696747348,0.0350832145291812,0.0421327572649702,0.0562438837536093,0.0706894018841744,0.137192929507883,0.266259038013522,0.327015473048574,0.381270189983462,0.477190682145929,0.551340393057507
"60",459,0.358471614873759,0.438054741128393,0.146427,0.0641430415792072,71.6943229747518,0.000238070043942782,0.00669127983173855,0.014607741614632,0.0294072715435336,0.0340341987890232,0.0446983342301076,0.0561119300149916,0.0700428581019144,0.138391250950487,0.265930919225851,0.326643280949456,0.380507659440542,0.476577394266304,0.555674692924881
"61",460,0.358372486086045,0.438154739616575,0.14821,0.0649389139585726,71.674497217209,-0.000702622127611261,0.00824092696741292,0.013032784706493,0.0296496747528309,0.0353910210832307,0.0425712445697173,0.0569005926243705,0.0714054206199423,0.139180508546109,0.265495546445973,0.322669226667422,0.381264793027871,0.474709944469128,0.558545128424156
"62",461,0.358182881908934,0.438346070866676,0.150106,0.0657983753135132,71.6365763817869,0.000970150391582084,0.00729526360212506,0.0156729136492034,0.0301331733433348,0.0350741235678454,0.0409787915768055,0.0558365599357636,0.07169299066472,0.137159703894175,0.265966793323725,0.323652440555515,0.378945209960646,0.477043298556119,0.553941324909752
"63",462,0.35790401156479,0.438627633217167,0.152002,0.0666722775042759,71.580802312958,-0.0014982363625967,0.00734638261991965,0.0149182903555619,0.0275210767225628,0.0349193392549333,0.0436019323223496,0.0583975024167484,0.0725566177132174,0.138876832871055,0.262752189337341,0.323544952348653,0.375564814010552,0.479103962921534,0.549106028477843
"64",463,0.357537171827377,0.438998289600505,0.153898,0.0675609587729385,71.5074343654754,-0.000556490056404786,0.00579768221988505,0.0158764944407581,0.0281857720052511,0.0360452493940202,0.0436583069742105,0.0557539576987984,0.0718320777242065,0.13848967609203,0.262481146435766,0.323960494483188,0.376468153966523,0.47396063350429,0.55280993790279
